2021-11-27 00:12:53,6
2021-11-27 00:12:53,4
2021-11-27 00:12:54,3
2021-11-27 00:12:54,4
2021-11-27 00:12:54,2
2021-11-27 00:12:54,7
2021-11-27 00:12:54,3
2021-11-27 00:12:54,5
2021-11-27 00:12:54,4
2021-11-27 00:12:54,18
2021-11-27 00:12:54,6
2021-11-27 00:12:54,8
2021-11-27 00:12:54,2
2021-11-27 00:12:54,15
2021-11-27 00:12:54,2
2021-11-27 00:12:55,0
2021-11-27 00:12:55,3
2021-11-27 00:12:55,4
2021-11-27 00:12:55,11
2021-11-27 00:12:55,8
2021-11-27 00:12:55,7
2021-11-27 00:12:55,5
2021-11-27 00:12:55,2
2021-11-27 00:12:55,4
2021-11-27 00:12:55,6
2021-11-27 00:12:55,5
2021-11-27 00:12:55,2
2021-11-27 00:12:55,20
2021-11-27 00:12:55,16
2021-11-27 00:12:56,3
2021-11-27 00:12:56,5
2021-11-27 00:12:56,3
2021-11-27 00:12:56,18
2021-11-27 00:12:56,2
2021-11-27 00:12:56,3
2021-11-27 00:12:56,5
2021-11-27 00:12:56,6
2021-11-27 00:12:56,11
2021-11-27 00:12:56,2
2021-11-27 00:12:56,11
2021-11-27 00:12:56,3
2021-11-27 00:12:56,12
2021-11-27 00:12:56,2
2021-11-27 00:12:56,5
2021-11-27 00:12:56,7
2021-11-27 00:12:57,8
2021-11-27 00:12:57,2
2021-11-27 00:12:57,4
2021-11-27 00:12:57,11
2021-11-27 00:12:57,8
2021-11-27 00:12:57,2
2021-11-27 00:12:57,4
2021-11-27 00:12:57,5
2021-11-27 00:12:57,1
2021-11-27 00:12:57,5
2021-11-27 00:12:57,6
2021-11-27 00:12:57,2
2021-11-27 00:12:57,2
2021-11-27 00:12:57,2
2021-11-27 00:12:57,13
2021-11-27 00:12:58,5
2021-11-27 00:12:58,3
2021-11-27 00:12:58,2
2021-11-27 00:12:58,2
2021-11-27 00:12:58,3
2021-11-27 00:12:58,8
2021-11-27 00:12:58,5
2021-11-27 00:12:58,4
2021-11-27 00:12:58,4
2021-11-27 00:12:58,8
2021-11-27 00:12:58,3
2021-11-27 00:12:58,3
2021-11-27 00:12:58,3
2021-11-27 00:12:58,1
2021-11-27 00:12:58,4
2021-11-27 00:12:59,7
2021-11-27 00:12:59,4
2021-11-27 00:12:59,0
2021-11-27 00:12:59,10
2021-11-27 00:12:59,9
2021-11-27 00:12:59,4
2021-11-27 00:12:59,15
2021-11-27 00:12:59,31
2021-11-27 00:12:59,4
2021-11-27 00:12:59,12
2021-11-27 00:12:59,2
2021-11-27 00:12:59,10
2021-11-27 00:12:59,1
2021-11-27 00:12:59,1
2021-11-27 00:12:59,12
2021-11-27 00:13:00,6
2021-11-27 00:13:00,20
2021-11-27 00:13:00,12
2021-11-27 00:13:00,3
2021-11-27 00:13:00,21
2021-11-27 00:13:00,4
2021-11-27 00:13:00,2
2021-11-27 00:13:00,3
2021-11-27 00:13:00,6
